year,award,artist,music_title,winner
2019,Best Music Video,Tove Lo,Glad He's Gone,False
2019,Best Music Video,FKA twigs,Cellophane,False
2019,Best Music Video,Gary Clark Jr.,This Land,False
2019,Best Music Video,The Chemical Brothers,We've Got To Try,False
2019,Best Music Video,Lil Nas X,Old Town Road,True
2019,Best New Age Album,Deva Premal,Deva,False
2019,Best New Age Album,Sebastian Plano,Verve,False
2019,Best New Age Album,David Darling,Homage To Kindness,False
2019,Best New Age Album,David Arkenstone,Fairy Dreams,False
2019,Best New Age Album,Peter Kater,Wings,True
2019,Best Pop Duo/Group Performance,Shawn Mendes,Señorita,False
2019,Best Pop Duo/Group Performance,Post Malone,Sunflower,False
2019,Best Pop Duo/Group Performance,Jonas Brothers,Sucker,False
2019,Best Pop Duo/Group Performance,Ariana Grande,Boyfriend,False
2019,Best Pop Duo/Group Performance,Lil Nas X,Old Town Road,True
2019,Best Pop Solo Performance,Taylor Swift,You Need To Calm Down,False
2019,Best Pop Solo Performance,Ariana Grande,7 rings,False
2019,Best Pop Solo Performance,Billie Eilish,Bad Guy,False
2019,Best Pop Solo Performance,Beyoncé,Spirit,False
2019,Best Pop Solo Performance,Lizzo,Truth Hurts,True
2019,Best Pop Vocal Album,Taylor Swift,Lover,False
2019,Best Pop Vocal Album,Ed Sheeran,No.6 Collaborations Project,False
2019,Best Pop Vocal Album,Ariana Grande,"thank u, next",False
2019,Best Pop Vocal Album,Beyoncé,The Lion King: The Gift,False
2019,Best Pop Vocal Album,Billie Eilish,"When We All Fall Asleep, Where Do We Go?",True
2019,Best R&B Album,PJ Morton,Paul,False
2019,Best R&B Album,Ella Mai,Ella Mai,False
2019,Best R&B Album,Lucky Daye,Painted,False
2019,Best R&B Album,BJ The Chicago Kid,1123,False
2019,Best R&B Album,Anderson .Paak,Ventura,True
2019,Best R&B Performance,Lucky Daye,Roll Some Mo,False
2019,Best R&B Performance,Lizzo,Exactly How I Feel,False
2019,Best R&B Performance,H.E.R.,Could've Been,False
2019,Best R&B Performance,Daniel Caesar,Love Again,False
2019,Best R&B Performance,Anderson .Paak,Come Home,True
2019,Best Rap Album,YBN Cordae,The Lost Boy,False
2019,Best Rap Album,21 Savage,I Am > I Was,False
2019,Best Rap Album,Meek Mill,Championships,False
2019,Best Rap Album,Dreamville,Revenge Of The Dreamers III,False
2019,Best Rap Performance,Offset,Clout,False
2019,Best Rap Performance,Dreamville,Down Bad,False
2019,Best Rap Performance,DaBaby,Suge,False
2019,Best Rap Performance,J. Cole,Middle Child,False
2019,Best Rap Performance,Nipsey Hussle,Racks In The Middle,True
2019,Best Rap/Sung Performance,Young Thug,The London,False
2019,Best Rap/Sung Performance,Mustard,Ballin,False
2019,Best Rap/Sung Performance,Lil Nas X,Panini,False
2019,Best Rap/Sung Performance,Lil Baby,Drip Too Hard,False
2019,Best Rap/Sung Performance,DJ Khaled,Higher,True
2019,Best Reggae Album,Third World,More Work To Be Done,False
2019,Best Reggae Album,Steel Pulse,Mass Manipulation,False
2019,Best Reggae Album,Roots Radics,The Final Battle: Sly & Robbie vs. Roots Radics,False
2019,Best Reggae Album,Julian Marley,As I Am,False
2019,Best Reggae Album,Koffee,Rapture,True
2019,Best Regional Mexican Music Album (Including Tejano),Mariachi Divas De Cindy Shea,20 Aniversario,False
2019,Best Regional Mexican Music Album (Including Tejano),La Energia Norteña,Poco A Poco,False
2019,Best Regional Mexican Music Album (Including Tejano),Intocable,Percepción,False
2019,Best Regional Mexican Music Album (Including Tejano),Joss Favela,Caminando,False
2019,Best Regional Mexican Music Album (Including Tejano),Mariachi Los Camperos,De Ayer Para Siempre,True
2019,Best Regional Roots Music Album,Rebirth Brass Band,Recorded Live At The 2019 New Orleans Jazz & Heritage Festival,False
2019,Best Regional Roots Music Album,Northern Cree,When It's Cold - Cree Round Dance Songs,False
2019,Best Regional Roots Music Album,Amy Hanaiali’i,Kalawai’anui,False
2019,Best Regional Roots Music Album,Ranky Tanky,Good Time,True
2019,Best Rock Album,Rival Sons,Feral Roots,False
2019,Best Rock Album,I Prevail,Trauma,False
2019,Best Rock Album,The Cranberries,In The End,False
2019,Best Rock Album,Bring Me The Horizon,amo,False
2019,Best Rock Album,Cage The Elephant,Social Cues,True
2019,Best Rock Performance,Rival Sons,Too Bad,False
2019,Best Rock Performance,Karen O,Woman,False
2019,Best Rock Performance,Brittany Howard,History Repeats,False
2019,Best Rock Performance,Bones UK,Pretty Waste,False
2019,Best Rock Performance,Gary Clark Jr.,This Land,True
2019,Best Roots Gospel Album,Tim Menzies,His Name Is Jesus,False
2019,Best Roots Gospel Album,Joseph Habedank,Deeper Oceans,False
2019,Best Roots Gospel Album,Steven Curtis Chapman,Deeper Roots: Where The Bluegrass Grows,False
2019,Best Roots Gospel Album,Gloria Gaynor,Testimony,True
2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",John Waters,Mr. Know-It-All,False
2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Eric Alexandrakis,I.V. Catatonia: 20 Years As A Two-Time Cancer Survivor,False
2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Michelle Obama,Becoming,True
2019,Best Traditional Blues Album,Jontavious Willis,Spectacular Class,False
2019,Best Traditional Blues Album,Jimmie Vaughan,"Baby, Please Come Home",False
2019,Best Traditional Blues Album,Bobby Rush,Sitting On Top Of The Blues,False
2019,Best Traditional Blues Album,"Christone ""Kingfish"" Ingram",Kingfish,False
2019,Best Traditional Blues Album,Delbert McClinton,"Tall, Dark & Handsome",True
2019,Best Traditional Pop Vocal Album,Barbra Streisand,Walls,False
2019,Best Traditional Pop Vocal Album,John Legend,A Legendary Christmas,False
2019,Best Traditional Pop Vocal Album,Michael Bublé,Love,False
2019,Best Traditional Pop Vocal Album,Andrea Bocelli,Sì,False
2019,Best Traditional Pop Vocal Album,Elvis Costello,Look Now,True
2019,Best Traditional R&B Performance,PJ Morton,Built For Love,False
2019,Best Traditional R&B Performance,Lucky Daye,Real Games,False
2019,Best Traditional R&B Performance,India.Arie,Steady Love,False
2019,Best Traditional R&B Performance,BJ The Chicago Kid,Time Today,False
2019,Best Traditional R&B Performance,Lizzo,Jerome,True
2019,Best Tropical Latin Album,Juan Luis Guerra 4.40,Literal,False
2019,Best Tropical Latin Album,Vicente García,Candela,False
2019,Best Tropical Latin Album,Aymée Nuviola,A Journey Through Cuban Music,True
2019,Best Urban Contemporary Album,Jessie Reyez,Being Human In Public,False
2019,Best Urban Contemporary Album,NAO,Saturn,False
2019,Best Urban Contemporary Album,Georgia Anne Muldrow,Overload,False
2019,Best Urban Contemporary Album,Steve Lacy,Apollo XXI,False
2019,Best Urban Contemporary Album,Lizzo,Cuz I Love You,True
2019,Best World Music Album,Nathalie Joachim,Fanm D'ayiti,False
2019,Best World Music Album,Burna Boy,African Giant,False
2019,Best World Music Album,Bokanté,What Heat,False
2019,Best World Music Album,Altin Gün,Gece,False
2019,Best World Music Album,Angelique Kidjo,Celia,True
2019,Record Of The Year,Post Malone,Sunflower,False
2019,Record Of The Year,Lizzo,Truth Hurts,False
2019,Record Of The Year,Lil Nas X,Old Town Road,False
2019,Record Of The Year,Khalid,Talk,False
2019,Record Of The Year,H.E.R.,Hard Place,False
2019,Record Of The Year,Ariana Grande,7 rings,False
2019,Record Of The Year,Bon Iver,"Hey, Ma",False
2019,Record Of The Year,Billie Eilish,Bad Guy,True
2020,Album Of The Year,Post Malone,Hollywood's Bleeding,False
2020,Album Of The Year,Dua Lipa,Future Nostalgia,False
2020,Album Of The Year,HAIM,Women In Music Pt. III,False
2020,Album Of The Year,Jacob Collier,Djesse Vol.3,False
2020,Album Of The Year,Coldplay,Everyday Life,False
2020,Album Of The Year,Black Pumas,Black Pumas,False
2020,Album Of The Year,Jhené Aiko,Chilombo,False
2020,Album Of The Year,Taylor Swift,Folklore,True
2020,Best Alternative Music Album,Tame Impala,The Slow Rush,False
2020,Best Alternative Music Album,Brittany Howard,Jaime,False
2020,Best Alternative Music Album,Phoebe Bridgers,Punisher,False
2020,Best Alternative Music Album,Beck,Hyperspace,False
2020,Best Alternative Music Album,Fiona Apple,Fetch The Bolt Cutters,True
2020,Best American Roots Performance,Norah Jones,I'll Be Gone,False
2020,Best American Roots Performance,Brittany Howard,Short And Sweet,False
2020,Best American Roots Performance,Bonny Light Horseman,Deep In Love,False
2020,Best American Roots Performance,Black Pumas,Colors,False
2020,Best American Roots Performance,John Prine,I Remember Everything,True
2020,Best Americana Album,Lucinda Williams,Good Souls Better Angels,False
2020,Best Americana Album,Marcus King,El Dorado,False
2020,Best Americana Album,Hiss Golden Messenger,Terms Of Surrender,False
2020,Best Americana Album,Sarah Jarosz,World On The Ground,True
2020,Best Bluegrass Album,Steep Canyon Rangers,North Carolina Songbook,False
2020,Best Bluegrass Album,Thomm Jutz,"To Live In Two Worlds, Vol. 1",False
2020,Best Bluegrass Album,Danny Barnes,Man On Fire,False
2020,Best Bluegrass Album,Billy Strings,Home,True
2020,Best Children's Music Album,Justin Roberts,Wild Life,False
2020,Best Children's Music Album,Joanie Leeds,All The Ladies,True
2020,Best Comedy Album,Jerry Seinfeld,23 Hours To Kill,False
2020,Best Comedy Album,Bill Burr,Paper Tiger,False
2020,Best Comedy Album,Jim Gaffigan,The Pale Tourist,False
2020,Best Comedy Album,Patton Oswalt,I Love Everything,False
2020,Best Comedy Album,Tiffany Haddish,Black Mitzvah,True
2020,Best Contemporary Blues Album,North Mississippi Allstars,Up And Rolling,False
2020,Best Contemporary Blues Album,Bettye LaVette,Blackbirds,False
2020,Best Contemporary Blues Album,G. Love,The Juice,False
2020,Best Contemporary Blues Album,Fantastic Negrito,Have You Lost Your Mind Yet?,True
2020,Best Contemporary Christian Music Album,Tauren Wells,Citizen Of Heaven,False
2020,Best Contemporary Christian Music Album,We The Kingdom,Holy Water,False
2020,Best Contemporary Christian Music Album,Cody Carnes,Run To The Father,False
2020,Best Contemporary Christian Music Album,Kanye West,Jesus Is King,True
2020,Best Contemporary Instrumental Album,Grégoire Maret,Americana,False
2020,Best Contemporary Instrumental Album,Black Violin,Take The Stairs,False
2020,Best Contemporary Instrumental Album,Jon Batiste,Chronology Of A Dream: Live At The Village Vanguard,False
2020,Best Contemporary Instrumental Album,Christian Scott aTunde Adjuah,Axiom,False
2020,Best Contemporary Instrumental Album,Snarky Puppy,Live At The Royal Albert Hall,True
2020,Best Country Album,Ashley McBryde,Never Will,False
2020,Best Country Album,Little Big Town,Nightfall,False
2020,Best Country Album,Brandy Clark,Your Life Is A Record,False
2020,Best Country Album,Ingrid Andress,Lady Like,False
2020,Best Country Album,Miranda Lambert,Wildcard,True
2020,Best Country Duo/Group Performance,Old Dominion,Some People Do,False
2020,Best Country Duo/Group Performance,Little Big Town,Sugar Coat,False
2020,Best Country Duo/Group Performance,Lady A,Ocean,False
2020,Best Country Duo/Group Performance,Brothers Osborne,All Night,False
2020,Best Country Duo/Group Performance,Dan + Shay,"10,000 Hours",True
2020,Best Country Solo Performance,Miranda Lambert,Bluebird,False
2020,Best Country Solo Performance,Mickey Guyton,Black Like Me,False
2020,Best Country Solo Performance,Brandy Clark,Who You Thought I Was,False
2020,Best Country Solo Performance,Eric Church,Stick That In Your Country Song,False
2020,Best Country Solo Performance,Vince Gill,When My Amy Prays,True
2020,Best Dance Recording,Jayda G,Both Of Us,False
2020,Best Dance Recording,Flume,The Difference,False
2020,Best Dance Recording,Disclosure,My High,False
2020,Best Dance Recording,Diplo,On My Mind,False
2020,Best Dance Recording,Kaytranada,10%,True
2020,Best Dance/Electronic Album,Madeon,Good Faith,False
2020,Best Dance/Electronic Album,Disclosure,Energy,False
2020,Best Dance/Electronic Album,Baauer,Planet's Mad,False
2020,Best Dance/Electronic Album,Arca,KiCk i,False
2020,Best Dance/Electronic Album,Kaytranada,Bubba,True
2020,Best Folk Album,The Secret Sisters,Saturn Return,False
2020,Best Folk Album,Laura Marling,Song For Our Daughter,False
2020,Best Folk Album,Leonard Cohen,Thanks For The Dance,False
2020,Best Folk Album,Bonny Light Horseman,Bonny Light Horseman,False
2020,Best Folk Album,Gillian Welch,All The Good Times,True
2020,Best Global Music Album,Tinariwen,Amadjar,False
2020,Best Global Music Album,Anoushka Shankar,Love Letters,False
2020,Best Global Music Album,Bebel Gilberto,Agora,False
2020,Best Global Music Album,Antibalas,Fu Chronicles,False
2020,Best Global Music Album,Burna Boy,Twice As Tall,True
2020,Best Gospel Album,Kierra Sheard,Kierra,False
2020,Best Gospel Album,Ricky Dillard,Choirmaster,False
2020,Best Gospel Album,Myron Butler,My Tribute,False
2020,Best Gospel Album,Anthony Brown,2econd Wind: Ready,False
2020,Best Gospel Album,PJ Morton,Gospel According To PJ,True
2020,Best Jazz Instrumental Album,Redman Mehldau McBride Blade,RoundAgain,False
2020,Best Jazz Instrumental Album,Gerald Clayton,Happening: Live At The Village Vanguard,False
2020,Best Jazz Instrumental Album,Terri Lyne Carrington + Social Science,Waiting Game,False
2020,Best Jazz Instrumental Album,Ambrose Akinmusire,On The Tender Spot Of Every Calloused Moment,False
2020,Best Jazz Instrumental Album,Chick Corea,Trilogy 2,True
2020,Best Jazz Vocal Album,Kenny Washington,What's The Hurry,False
2020,Best Jazz Vocal Album,Somi,Holy Room: Live At Alte Oper,False
2020,Best Jazz Vocal Album,Carmen Lundy,Modern Ancestors,False
2020,Best Jazz Vocal Album,Thana Alexa,Ona,False
2020,Best Jazz Vocal Album,Kurt Elling,Secrets Are The Best Stories,True
2020,Best Large Jazz Ensemble Album,John Hollenbeck,Songs You Like A Lot,False
2020,Best Large Jazz Ensemble Album,Orrin Evans,The Intangible Between,False
2020,Best Large Jazz Ensemble Album,John Beasley,MONK'estra Plays John Beasley,False
2020,Best Large Jazz Ensemble Album,Gregg August,Dialogues On Race,False
2020,Best Large Jazz Ensemble Album,Maria Schneider Orchestra,Data Lords,True
2020,Best Latin Jazz Album,Poncho Sanchez,Trane's Delight,False
2020,Best Latin Jazz Album,Gonzalo Rubalcaba,Viento Y Tiempo - Live At Blue Note Tokyo,False
2020,Best Latin Jazz Album,Chico Pinheiro,City Of Dreams,False
2020,Best Latin Jazz Album,Afro-Peruvian Jazz Orchestra,Tradiciones,False
2020,Best Latin Jazz Album,Arturo O'Farrill,Four Questions,True
2020,Best Latin Pop or Urban Album,Debi Nova,3:33,False
2020,Best Latin Pop or Urban Album,Ricky Martin,Pausa,False
2020,Best Latin Pop or Urban Album,Kany García,Mesa Para Dos,False
2020,Best Latin Pop or Urban Album,Camilo,Por Primera Vez,False
2020,Best Latin Pop or Urban Album,Bad Bunny,YHLQMDLG,True
2020,Best Latin Rock or Alternative Album,Lido Pimienta,Miss Colombia,False
2020,Best Latin Rock or Alternative Album,Cultura Profética,Sobrevolando,False
2020,Best Latin Rock or Alternative Album,Cami,Monstruo,False
2020,Best Latin Rock or Alternative Album,Bajofondo,Aura,False
2020,Best Latin Rock or Alternative Album,Fito Paez,La Conquista Del Espacio,True
2020,Best Melodic Rap Performance,Travis Scott,Highest In The Room,False
2020,Best Melodic Rap Performance,Roddy Ricch,The Box,False
2020,Best Melodic Rap Performance,Drake,Laugh Now Cry Later,False
2020,Best Melodic Rap Performance,DaBaby,Rockstar,False
2020,Best Melodic Rap Performance,Anderson .Paak,Lockdown,True
2020,Best Metal Performance,Power Trip,Executioner’s Tax,False
2020,Best Metal Performance,Poppy,BLOODMONEY,False
2020,Best Metal Performance,In This Moment,The In-Between,False
2020,Best Metal Performance,Code Orange,Underneath,False
2020,Best Metal Performance,Body Count,Bum-Rush,True
2020,Best Music Film,ZZ Top,That Little Ol' Band From Texas,False
2020,Best Music Film,Freestyle Love Supreme,We Are Freestyle Love Supreme,False
2020,Best Music Film,Beyoncé,Black Is King,False
2020,Best Music Film,Beastie Boys,Beastie Boys Story,False
2020,Best Music Film,Linda Ronstadt,Linda Ronstadt: The Sound Of My Voice,True
2020,Best Music Video,Woodkid,Goliath,False
2020,Best Music Video,Harry Styles,Adore You,False
2020,Best Music Video,Anderson .Paak,Lockdown,False
2020,Best Music Video,Future,Life Is Good,False
2020,Best Music Video,Beyoncé,Brown Skin Girl,True
2020,Best New Age Album,Cory Wong,Meditations,False
2020,Best New Age Album,Superposition,Form//Less,False
2020,Best New Age Album,Priya Darshini,Periphery,False
2020,Best New Age Album,Laurie Anderson,Songs From The Bardo,False
2020,Best New Age Album,Jim  Kimo  West,More Guitar Stories,True
2020,Best Pop Duo/Group Performance,Taylor Swift,Exile,False
2020,Best Pop Duo/Group Performance,BTS,Dynamite,False
2020,Best Pop Duo/Group Performance,Justin Bieber,Intentions,False
2020,Best Pop Duo/Group Performance,J Balvin,Un Dia,False
2020,Best Pop Duo/Group Performance,Lady Gaga,Rain On Me,True
2020,Best Pop Solo Performance,Taylor Swift,Cardigan,False
2020,Best Pop Solo Performance,Dua Lipa,Don't Start Now,False
2020,Best Pop Solo Performance,Billie Eilish,Everything I Wanted,False
2020,Best Pop Solo Performance,Doja Cat,Say So,False
2020,Best Pop Solo Performance,Justin Bieber,Yummy,False
2020,Best Pop Solo Performance,Harry Styles,Watermelon Sugar,True
2020,Best Pop Vocal Album,Taylor Swift,Folklore,False
2020,Best Pop Vocal Album,Harry Styles,Fine Line,False
2020,Best Pop Vocal Album,Lady Gaga,Chromatica,False
2020,Best Pop Vocal Album,Justin Bieber,Changes,False
2020,Best Pop Vocal Album,Dua Lipa,Future Nostalgia,True
2020,Best Progressive R&B Album,Robert Glasper,F*** Yo Feelings,False
2020,Best Progressive R&B Album,Free Nationals,Free Nationals,False
2020,Best Progressive R&B Album,Chloe X Halle,Ungodly Hour,False
2020,Best Progressive R&B Album,Jhené Aiko,Chilombo,False
2020,Best Progressive R&B Album,Thundercat,It Is What It Is,True
2020,Best R&B Album,Gregory Porter,All Rise,False
2020,Best R&B Album,Luke James,to feel love/d,False
2020,Best R&B Album,Giveon,Take Time,False
2020,Best R&B Album,Ant Clemons,Happy 2 Be Here,False
2020,Best R&B Album,John Legend,Bigger Love,True
2020,Best R&B Performance,Emily King,See Me,False
2020,Best R&B Performance,Brittany Howard,Goat Head,False
2020,Best R&B Performance,Jacob Collier,All I Need,False
2020,Best R&B Performance,Jhené Aiko,Lightning & Thunder,False
2020,Best R&B Performance,Beyoncé,Black Parade,True
2020,Best Rap Album,"Royce 5’9""",The Allegory,False
2020,Best Rap Album,Jay Electronica,A Written Testimony,False
2020,Best Rap Album,Freddie Gibbs,Alfredo,False
2020,Best Rap Album,D Smoke,Black Habits,False
2020,Best Rap Album,Nas,King’s Disease,True
2020,Best Rap Performance,Pop Smoke,Dior,False
2020,Best Rap Performance,Lil Baby,The Bigger Picture,False
2020,Best Rap Performance,Jack Harlow,Whats Poppin,False
2020,Best Rap Performance,DaBaby,Bop,False
2020,Best Rap Performance,Big Sean,Deep Reverence,False
2020,Best Rap Performance,Megan Thee Stallion,Savage,True
2020,Best Reggae Album,The Wailers,One World,False
2020,Best Reggae Album,Maxi Priest,It All Comes Back To Love,False
2020,Best Reggae Album,Skip Marley,Higher Place,False
2020,Best Reggae Album,Buju Banton,Upside Down 2020,False
2020,Best Regional Mexican Music Album (Including Tejano),Christian Nodal,AYAYAY!,False
2020,Best Regional Mexican Music Album (Including Tejano),Mariachi Sol De Mexico De Jose Hernandez,Bailando Sones Y Huapangos Con Mariachi Sol De Mexico De Jose Hernandez,False
2020,Best Regional Mexican Music Album (Including Tejano),Lupita Infante,La Serenata,False
2020,Best Regional Mexican Music Album (Including Tejano),Alejandro Fernández,Hecho En México,False
2020,Best Regional Mexican Music Album (Including Tejano),Natalia Lafourcade,"Un Canto Por México, Vol. 1",True
2020,Best Regional Roots Music Album,Sweet Cecilia,A Tribute To Al Berard,False
2020,Best Regional Roots Music Album,Na Wai ?Eha,Lovely Sunrise,False
2020,Best Regional Roots Music Album,Cameron Dupuy,Cameron Dupuy And The Cajun Troubadours,False
2020,Best Regional Roots Music Album,Black Lodge Singers,My Relatives   Nikso Kowaiks,False
2020,Best Regional Roots Music Album,New Orleans Nightcrawlers,Atmosphere,True
2020,Best Rock Album,Sturgill Simpson,Sound & Fury,False
2020,Best Rock Album,Grace Potter,Daylight,False
2020,Best Rock Album,Michael Kiwanuka,Kiwanuka,False
2020,Best Rock Album,Fontaines D.C.,A Hero's Death,False
2020,Best Rock Album,The Strokes,The New Abnormal,True
2020,Best Rock Performance,Grace Potter,Daylight,False
2020,Best Rock Performance,Brittany Howard,Stay High,False
2020,Best Rock Performance,HAIM,The Steps,False
2020,Best Rock Performance,Phoebe Bridgers,Kyoto,False
2020,Best Rock Performance,Big Thief,Not,False
2020,Best Rock Performance,Fiona Apple,Shameika,True
2020,Best Roots Gospel Album,Ernie Haase,Something Beautiful,False
2020,Best Roots Gospel Album,The Erwins,What Christmas Really Means,False
2020,Best Roots Gospel Album,The Crabb Family,20/20,False
2020,Best Roots Gospel Album,Mark Bishop,Beautiful Day,False
2020,Best Roots Gospel Album,Fisk Jubilee Singers,Celebrating Fisk!,True
2020,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Ronan Farrow,Catch And Kill,False
2020,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Ken Jennings,Alex Trebek - The Answer Is...,False
2020,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Flea,Acid For The Children: A Memoir,False
2020,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Rachel Maddow,"Blowout: Corrupted Democracy, Rogue State Russia, And The Richest, Most Destructive Industry On Earth",True
2020,Best Traditional Blues Album,"Jimmy ""Duck"" Holmes",Cypress Grove,False
2020,Best Traditional Blues Album,Robert Cray Band,That's What I Heard,False
2020,Best Traditional Blues Album,Don Bryant,You Make Me Feel,False
2020,Best Traditional Blues Album,Frank Bey,All My Dues Are Paid,False
2020,Best Traditional Blues Album,Bobby Rush,Rawer Than Raw,True
2020,Best Traditional Pop Vocal Album,Renée Zellweger,Judy,False
2020,Best Traditional Pop Vocal Album,Rufus Wainwright,Unfollow The Rules,False
2020,Best Traditional Pop Vocal Album,James Taylor,American Standard,True
2020,Best Traditional R&B Performance,Yebba,Distance,False
2020,Best Traditional R&B Performance,Mykal Kilgore,Let Me Go,False
2020,Best Traditional R&B Performance,Chloe X Halle,Wonder What She Thinks Of Me,False
2020,Best Traditional R&B Performance,The Baylor Project,Sit On Down,False
2020,Best Traditional R&B Performance,Ledisi,Anything For You,True
2020,Best Tropical Latin Album,Víctor Manuelle,Memorias De Navidad,False
2020,Best Tropical Latin Album,Jorge Celedon,Sigo Cantando Al Amor,False
2020,Best Tropical Latin Album,Edwin Bonilla,Infinito,False
2020,Best Tropical Latin Album,"José Alberto ""El Ruiseñor""",Mi Tumbao,False
2020,Best Tropical Latin Album,Grupo Niche,40,True
2020,Record Of The Year,Megan Thee Stallion,Savage,False
2020,Record Of The Year,Post Malone,Circles,False
2020,Record Of The Year,Dua Lipa,Don't Start Now,False
2020,Record Of The Year,Doja Cat,Say So,False
2020,Record Of The Year,DaBaby,Rockstar,False
2020,Record Of The Year,Black Pumas,Colors,False
2020,Record Of The Year,Beyoncé,Black Parade,False
2020,Record Of The Year,Billie Eilish,Everything I Wanted,True
